movieId,rating
806,1779
807,677
808,2644
809,3985
810,3439
812,84
813,1250
814,34
815,56
816,234
818,7476
819,196
820,167
821,140
822,112
823,318
824,1529
825,56
826,54
827,501
828,4747
829,4874
830,20350
831,780
832,49611
833,3890
834,537
835,3008
836,14131
837,18162
838,30133
839,10885
840,1802
841,1693
842,5572
843,193
844,632
845,246
846,1415
847,324
848,7567
849,21933
850,900
851,5664
852,33627
853,367
854,774
855,98
856,196
857,146
858,180503
859,35
860,1277
861,8720
862,1307
864,281
865,331
866,23253
867,787
868,273
869,1758
870,1043
871,193
872,212
873,121
874,224
875,1794
876,802
877,534
878,78
879,6212
880,13430
881,3153
882,2462
884,179
885,1687
886,5107
887,106
888,1662
889,405
890,86
891,5154
892,5107
893,2138
894,73
895,180
896,1804
897,3236
898,27460
899,41702
900,11546
901,5593
902,36605
903,58462
904,74530
905,17447
906,8298
907,3529
908,66157
909,20736
910,44591
911,16532
912,103686
913,50849
914,37966
915,19651
916,24332
917,4038
918,6803
919,93350
920,55019
921,9245
922,27776
923,73414
924,99894
925,330
926,20289
927,3486
928,19147
929,3632
930,20703
931,8878
932,8120
933,18933
934,13752
935,2364
936,5654
937,1814
938,6226
939,340
940,15099
941,3419
942,10858
943,6514
944,4144
945,8603
946,5511
947,7074
948,6299
949,8463
950,14050
951,16205
952,8650
953,57241
954,23034
955,17978
956,1265
957,756
958,297
959,1461
960,575
961,846
962,356
963,1940
964,1163
965,14508
966,435
967,435
968,29176
969,43173
970,1375
971,11348
972,368
973,3630
974,463
975,69
976,1544
977,20
979,129
980,357
981,553
982,2150
983,53
984,644
985,197
986,9801
987,900
988,1786
989,245
990,2484
991,8892
992,710
993,835
994,21260
996,9821
997,793
998,2531
999,10334
1000,630
1001,94
1002,512
1003,5070
1004,4219
1005,4957
1006,4901
1007,5311
1008,2622
1009,8170
1010,7867
1011,4233
1012,12204
1013,14840
1014,5396
1015,11401
1016,4559
1017,11421
1018,3740
1019,22050
1020,21359
1021,9919
1022,32059
1023,12158
1024,3454
1025,19305
1026,380
1027,25212
1028,52612
1029,31268
1030,9972
1031,14074
1032,28467
1033,13650
1034,5316
1035,53448
1036,119585
1037,19159
1038,752
1039,171
1040,515
1041,22826
1042,28728
1043,3656
1044,1687
1045,144
1046,5129
1047,29257
1049,17158
1050,6546
1051,4828
1052,162
1053,643
1054,2743
1055,898
1056,2502
1057,11387
1058,445
1059,36537
1060,37989
1061,31777
1062,202
1063,520
1064,9064
1065,47
1066,5643
1067,487
1068,1222
1069,3017
1070,175
1071,187
1073,105121
1075,436
1076,1638
1077,26506
1078,13427
1079,75737
1080,81840
1081,13798
1082,6732
1083,5340
1084,37049
1085,4705
1086,22568
1087,939
1088,35343
1089,113009
1090,61967
1091,14291
1092,36748
1093,25764
1094,45163
1095,23527
1096,14450
1097,122729
1098,415
1099,8313
1100,15176
1101,69437
1102,207
1103,22685
1104,25540
1105,2152
1106,97
1107,202
1109,38
1110,73
1111,6997
1112,1315
1113,3339
1114,1568
1115,116
1116,564
1117,810
1118,99
1119,568
1120,32247
1121,324
1122,50
1123,745
1124,17095
1125,19155
1126,8211
1127,64046
1128,5062
1129,30027
1130,6238
1131,13439
1132,12492
1133,382
1134,180
1135,12279
1136,137847
1137,220
1138,178
1139,79
1140,112
1141,11
1142,195
1143,185
1144,608
1145,198
1146,117
1147,15540
1148,62808
1149,188
1150,6470
1151,1353
1152,572
1153,454
1154,360
1155,21
1156,138
1157,104
1158,36
1159,52
1160,135
1161,5661
1162,2980
1163,831
1164,542
1165,110
1166,136
1167,2531
1168,505
1169,1203
1170,330
1171,12360
1172,37801
1173,10095
1174,315
1175,28126
1176,6719
1177,7166
1178,15102
1179,24897
1180,1785
1181,307
1183,55706
1184,3898
1185,21983
1186,25154
1187,4368
1188,29333
1189,11148
1190,5379
1191,4684
1192,4131
1193,127153
1194,8856
1196,189780
1197,136103
1198,182662
1199,56241
1200,108977
1201,59770
1202,5741
1203,54635
1204,51518
1206,98660
1207,61866
1208,94874
1209,18194
1210,187572
1211,14706
1212,27875
1213,110473
1214,125024
1215,46451
1216,6674
1217,20133
1218,11545
1219,80107
1220,75426
1221,117144
1222,88431
1223,31643
1224,19186
1225,83698
1226,8712
1227,16938
1228,39654
1230,62782
1231,31193
1232,6688
1233,56350
1234,62294
1235,32262
1236,3808
1237,16994
1238,12669
1240,130252
1241,9589
1242,48751
1243,16426
1244,32837
1245,24107
1246,79971
1247,69415
1248,19735
1249,35831
1250,51688
1251,12539
1252,64297
1253,24630
1254,21452
1255,6795
1256,22998
1257,20767
1258,93910
1259,83198
1260,17745
1261,29377
1262,45117
1263,42147
1264,10648
1265,123864
1266,56439
1267,37107
1268,11142
1269,27945
1270,162561
1271,33150
1272,32989
1273,10661
1274,32154
1275,41038
1276,46659
1277,15581
1278,60299
1279,9109
1280,13481
1281,15498
1282,45346
1283,20136
1284,23262
1285,41311
1286,7723
1287,34896
1288,64733
1289,10835
1290,8607
1291,125357
1292,25332
1293,40048
1295,12452
1296,25819
1297,16133
1298,22619
1299,29244
1300,14467
1301,14837
1302,44816
1303,14573
1304,63066
1305,9034
1306,3883
1307,84115
1308,71
1309,100
1310,1320
1311,394
1312,1162
1313,301
1314,142
1315,219
1316,163
1317,1029
1318,577
1319,71
1320,41451
1321,26613
1322,482
1323,677
1324,408
1325,461
1326,1143
1327,8802
1328,485
1329,956
1330,2591
1331,1155
1332,2210
1333,41873
1334,8629
1335,399
1336,1033
1337,2330
1339,34413
1340,8353
1341,1098
1342,9699
1343,32369
1344,16740
1345,29561
1346,5140
1347,24340
1348,14582
1349,380
1350,19275
1351,1202
1352,2325
1353,6766
1354,14572
1355,2440
1356,70820
1357,31154
1358,54012
1359,8897
1360,170
1361,6496
1363,5205
1364,316
1365,4378
1366,6672
1367,26416
1368,136
1369,320
1370,53248
1371,30070
1372,35879
1373,21053
1374,58735
1375,35104
1376,45772
1377,39737
1378,22200
1379,8946
1380,51805
1381,7207
1382,2739
1383,328
1384,462
1385,18953
1386,75
1387,84356
1388,11630
1389,3630
1390,5288
1391,51055
1392,6280
1393,80830
1394,60159
1395,7645
1396,45140
1397,2186
1398,2628
1399,4975
1400,105
1401,5254
1404,2085
1405,25968
1406,1261
1407,52713
1408,46208
1409,18354
1410,2278
1411,22648
1412,1038
1413,1323
1414,5662
1415,964
1416,15877
1417,2327
1419,5262
1420,294
1421,587
1422,8625
1423,710
1424,72
1425,6828
1426,643
1427,1981
1428,1113
1429,11324
1430,638
1431,7538
1432,3754
1433,147
1434,184
1436,202
1437,1164
1438,16712
1439,775
1440,2029
1441,21121
1442,2376
1443,73
1444,463
1445,2994
1446,8966
1447,1963
1448,164
1449,23487
1450,1058
1453,3784
1454,2416
1455,541
1456,1177
1457,8543
1458,680
1459,11866
1460,2047
1461,6874
1462,49
1463,1094
1464,14776
1465,3517
1466,40274
1467,79
1468,2971
1470,171
1471,307
1472,1217
1473,677
1474,4427
1475,2402
1476,19476
1477,1160
1479,24955
1480,6266
1482,1734
1483,8071
1484,3826
1485,54186
1486,293
1487,4979
1488,10474
1489,1163
1490,630
1493,748
1495,994
1496,1117
1497,1609
1498,3914
1499,11997
1500,54260
1501,478
1502,818
1503,3370
1504,472
1507,1270
1508,664
1509,651
1510,62
1511,523
1513,24366
1514,393
1515,9471
1516,1612
1517,76018
1518,10106
1519,390
1520,396
1522,93
1523,1004
1524,48
1525,813
1526,1949
1527,102742
1528,80
1529,784
1531,240
1532,149
1533,1164
1534,301
1535,2644
1537,15326
1538,294
1539,866
1541,6577
1542,7685
1543,219
1544,42904
1545,2411
1546,1479
1547,836
1548,117
1549,387
1550,1892
1551,798
1552,44899
1553,104
1554,4593
1555,237
1556,10185
1557,54
1558,85
1559,25
1561,116
1562,19976
1563,723
1564,973
1565,697
1566,16678
1567,230
1568,17
1569,32645
1570,955
1571,1672
1572,2236
1573,61504
1574,350
1575,526
1577,124
1578,50
1579,101
1580,126605
1581,1699
1582,1456
1583,662
1584,72606
1585,691
1586,19564
1587,21593
1588,10780
1589,16584
1590,19325
1591,13769
1592,3206
1593,4576
1594,9383
1595,1605
1596,1640
1597,34406
1598,2576
1599,865
1600,1900
1601,1828
1602,846
1603,8522
1604,2205
1605,2332
1606,1992
1608,46853
1609,2085
1610,82461
1611,8616
1612,1420
1613,791
1614,14308
1615,8371
1616,11762
1617,109581
1619,16043
1620,14784
1621,2119
1622,141
1623,2510
1624,1402
1625,58983
1626,1815
1627,8043
1628,102
1629,2949
1630,43
1631,1653
1632,413
1633,8809
1635,21191
1636,194
1639,50694
1640,1344
1641,56876
1642,2126
1643,10140
1644,18433
1645,39859
1646,2168
1647,1862
1648,5529
1649,5709
1650,1462
1651,443
1652,220
1653,69961
1654,2044
1655,1727
1656,393
1657,512
1658,5740
1659,272
1660,4380
1661,1894
1662,595
1663,29442
1664,210
1665,8863
1666,359
1667,2993
1668,821
1669,1064
1670,2527
1671,790
1672,13654
1673,49715
1674,42973
1675,377
1676,49308
1677,444
1678,16672
1679,331
1680,24345
1681,4093
1682,92693
1683,6987
1684,2150
1685,245
1686,2986
1687,14406
1688,12498
1689,6338
1690,32890
1692,290
1693,17086
1694,11197
1695,705
1696,882
1697,51
1698,134
1699,4218
1701,10553
1702,9816
1703,1834
1704,114217
1705,32
1706,24
1707,4908
1708,28
1709,48
1710,45
1711,15304
1713,6497
1714,87
1715,234
1716,75
1717,18884
1718,135
1719,15038
1720,125
1721,107616
1722,38505
1723,149
1724,97
1725,498
1726,5776
1727,6883
1728,794
1729,42595
1730,6447
1731,1380
1732,81759
1733,1797
1734,7325
1735,9495
1738,32
1739,963
1740,33
1742,58
1743,180
1744,1182
1746,1065
1747,37284
1748,44671
1749,297
1750,783
1752,4670
1753,7727
1754,13044
1755,2216
1756,1288
1757,1727
1759,1399
1760,4705
1762,3926
1764,34
1765,51
1767,691
1768,124
1769,8379
1770,587
1771,947
1772,7140
1773,345
1774,29
1776,30
1777,45644
1779,16834
1780,432
1781,19
1782,105
1783,3708
1784,82232
1785,4413
1787,72
1788,2584
1789,33
1791,1478
1792,14320
1793,323
1794,4279
1795,164
1796,96
1797,7255
1798,756
1799,7820
1801,18020
1804,2233
1805,24150
1806,2882
1807,502
1809,4145
1810,13647
1811,267
1812,686
1814,802
1815,24
1816,2029
1817,243
1819,66
1820,183
1821,5144
1822,319
1824,1488
1825,540
1826,487
1827,3866
1829,858
1830,31
1831,19243
1832,126
1833,7214
1834,17551
1835,15706
1836,5053
1837,1276
1839,1180
1840,5324
1841,2217
1842,65
1843,94
1844,2445
1845,8978
1846,1079
1848,4414
1849,113
1850,310
1851,38
1852,38
1853,313
1854,1193
1855,1813
1856,1841
1857,681
1858,4045
1859,1365
1860,1936
1861,336
1862,4338
1863,2314
1864,267
1865,1402
1866,5159
1867,545
1869,1026
1870,1272
1871,235
1872,231
1873,10090
1874,585
1875,3542
1876,34371
1877,121
1878,287
1879,848
1880,1007
1881,1677
1882,17362
1883,17033
1884,29280
1885,15751
1886,148
1887,1469
1888,8635
1889,5800
1890,183
1891,246
1892,14029
1893,679
1894,13877
1895,10033
1896,852
1897,3719
1898,360
1899,262
1900,2860
1901,238
1902,926
1903,158
1904,3316
1905,122
1906,773
1907,29021
1908,110
1909,38174
1910,1065
1911,18297
1912,29120
1913,6539
1914,10417
1915,85
1916,10808
1917,62411
1918,26366
1919,2714
1920,10475
1921,34467
1922,749
1923,87175
1924,6064
1925,1202
1926,577
1927,10281
1928,499
1929,2756
1930,204
1931,7446
1932,948
1933,720
1934,3373
1935,3542
1936,2748
1937,1969
1938,4207
1939,7546
1940,2657
1941,3138
1942,3595
1943,1712
1944,11621
1945,23499
1946,5083
1947,32072
1948,5016
1949,8773
1950,14050
1951,7931
1952,25212
1953,33953
1954,55385
1955,18299
1956,17017
1957,25058
1958,18481
1959,18203
1960,27267
1961,95884
1962,30921
1963,9125
1964,8664
1965,22207
1966,6288
1967,30156
1968,81006
1969,5243
1970,6192
1971,4144
1972,3110
1973,3077
1974,10996
1975,4055
1976,2866
1977,2730
1978,2204
1979,2489
1980,2027
1981,2098
1982,22445
1983,4497
1984,2033
1985,2277
1986,1954
1987,1476
1988,633
1989,281
1990,217
1991,6362
1992,2669
1993,1898
1994,31748
1995,3665
1996,2221
1997,50018
1998,1959
1999,2751
2000,65029
2001,43283
2002,28114
2003,36331
2004,12375
2005,37539
2006,42990
2007,1096
2008,268
2009,14277
2010,21698
2011,67020
2012,64088
2013,17121
2014,5678
2015,8486
2016,2217
2017,2976
2018,25615
2019,49627
2020,29988
2021,29915
2022,10186
2023,34606
2024,2681
2025,7825
2026,3056
2027,2600
2028,150830
2029,1727
2030,106
2031,670
2032,682
2033,4521
2034,6172
2035,1005
2036,2513
2037,1410
2038,3549
2039,171
2040,2304
2041,2291
2042,6339
2043,3650
2044,732
2045,1406
2046,17804
2047,457
2048,5379
2049,667
2050,2585
2051,2281
2052,6577
2053,9508
2054,44622
2055,579
2056,589
2057,2491
2058,31111
2059,9630
2060,7657
2061,403
2062,1352
2063,220
2064,28745
2065,14436
2066,4456
2067,22400
2068,7272
2069,4293
2070,6943
2071,5263
2072,9877
2073,2111
2074,956
2075,2234
2076,34002
2077,3690
2078,31763
2079,451
2080,36207
2081,50228
2082,12943
2083,12294
2084,3274
2085,26719
2086,641
2087,25195
2088,9069
2089,7777
2090,9829
2091,3453
2092,4462
2093,5821
2094,21360
2095,2204
2096,22655
2097,4676
2098,1324
2099,4977
2100,37958
2101,474
2102,4484
2103,639
2104,986
2105,33501
2106,5111
2107,5381
2108,25431
2109,25275
2110,8404
2111,7165
2112,9038
2113,1108
2114,12021
2115,78184
2116,16643
2117,12390
2118,12363
2119,2943
2120,4589
2121,5270
2122,6226
2123,7369
2124,26144
2125,20598
2126,12903
2127,104
2128,781
2129,245
2130,7892
2131,1885
2132,12491
2133,14980
2134,18920
2135,6415
2136,8215
2137,20118
2138,10388
2139,17059
2140,28656
2141,15224
2142,6450
2143,10170
2144,30759
2145,24309
2146,9981
2147,3408
2148,3296
2149,1491
2150,32123
2151,4709
2152,1498
2153,5579
2154,2836
2155,6349
2156,189
2157,394
2158,571
2159,5480
2160,28755
2161,35540
2162,5053
2163,4525
2164,455
2165,3171
2166,3551
2167,38257
2168,1551
2169,2946
2170,2338
2171,4399
2172,348
2173,2773
2174,69414
2175,382
2176,11246
2177,1942
2178,3904
2179,1099
2180,1856
2181,3802
2182,2817
2183,8828
2184,5198
2185,1046
2186,21433
2187,938
2188,6112
2189,642
2190,872
2191,284
2192,171
2193,31813
2194,59984
2195,3378
2196,687
2197,499
2198,205
2199,217
2200,239
2201,778
2202,5994
2203,9147
2204,2801
2205,2149
2206,5594
2207,454
2208,8974
2209,572
2210,2065
2211,842
2212,4850
2213,30
2214,210
2215,240
2216,118
2217,12
2218,104
2219,406
2220,87
2221,673
2222,41
2223,102
2224,28
2225,98
2226,262
2227,774
2229,22
2230,24
2231,25193
2232,21881
2233,152
2234,144
2235,78
2236,6270
2237,1463
2238,2292
2239,2530
2240,5389
2241,1877
2242,160
2243,21884
2244,187
2245,15573
2246,164
2247,6653
2248,35173
2249,5582
2250,1277
2251,20
2252,4907
2253,10031
2254,30
2255,1256
2256,292
2257,348
2258,101
2259,3716
2260,677
2261,3654
2262,7081
2263,4398
2264,1607
2265,1349
2266,3599
2267,1682
2268,57989
2269,8562
2270,104
2271,1697
2272,3125
2273,31940
2274,31
2275,2231
2276,1277
2277,19
2278,35627
2279,6593
2280,2924
2281,314
2282,7787
2283,1582
2284,1311
2285,2321
2286,622
2287,5326
2288,32490
2289,31013
2290,3450
2291,79737
2292,507
2293,282
2294,33570
2295,1742
2296,5574
2297,12823
2298,349
2299,142
2300,25314
2301,15506
2302,50014
2303,8992
2304,357
2305,757
2306,2231
2307,531
2308,98
2309,148
2310,3388
2311,14037
2312,10137
2313,26708
2314,1884
2315,3553
2316,7657
2317,161
2318,16676
2319,48
2320,5356
2321,48748
2322,6191
2323,857
2324,75816
2325,5149
2326,126
2327,1872
2328,4456
2329,96760
2330,3359
2331,4090
2332,475
2333,17466
2334,9181
2335,17021
2336,35092
2337,4554
2338,8839
2339,835
2340,17126
2341,929
2342,902
2343,61
2344,5898
2345,891
2346,7139
2347,2183
2348,8469
2349,5499
2350,358
2351,4768
2352,24860
2353,50482
2354,3225
2355,73891
2356,3406
2357,9804
2358,415
2359,25127
2360,9450
2361,3952
2362,1047
2363,7516
2364,1927
2365,2352
2366,23521
2367,7731
2368,743
2369,15869
2370,3260
2371,21733
2372,5342
2373,4034
2374,4516
2375,10829
2376,10998
2377,3149
2378,16832
2379,8076
2380,6006
2381,5603
2382,4327
2383,3868
2384,15506
2385,2512
2386,957
2387,6265
2388,534
2389,7777
2390,9352
2391,24245
2392,3604
2393,25785
2394,21617
2395,53089
2396,94057
2397,540
2398,17918
2399,3784
2400,1022
2401,9872
2402,13446
2403,18722
2404,8629
2405,19151
2406,47206
2407,35084
2408,4664
2409,16919
2410,14742
2411,13576
2412,7852
2413,15210
2414,8924
2415,202
2416,8031
2417,1556
2418,2048
2419,1167
2420,27060
2421,15591
2422,7938
2423,20625
2424,35483
2425,2117
2426,523
2427,28065
2428,15995
2429,3936
2430,2970
2431,18798
2432,6525
2433,13236
2434,948
2435,1974
2436,4458
2437,2763
2438,34
2439,5806
2440,1123
2441,614
2442,4975
2443,4378
2444,269
2445,2143
2446,1633
2447,8801
2448,3240
2449,511
2450,7952
2451,1816
2452,170
2453,3730
2454,11599
2455,34573
2456,4074
2457,4533
2458,2179
2459,9717
2460,1818
2461,791
2462,952
2463,11578
2464,320
2465,538
2466,286
2467,21024
2468,8021
2469,11706
2470,38630
2471,13366
2472,1565
2473,3035
2474,11251
2475,1998
2476,6707
2477,753
2478,20079
2479,742
2480,110
2481,1620
2482,1130
2483,1053
2484,28
2485,16458
2486,163
2487,249
2488,3945
2489,52
2490,28091
2491,2371
2492,2239
2493,1000
2494,714
2495,3118
2496,12181
2497,5296
2498,2012
2499,1325
2500,2703
2501,28664
2502,81015
2503,425
2504,4569
2505,12109
2506,4239
2507,1190
2508,26
2509,469
2510,177
2511,3872
2512,606
2513,9973
2514,2123
2515,822
2516,683
2517,6619
2518,6882
2519,2554
2520,4564
2521,1690
2522,1526
2523,632
2524,5903
2525,1767
2526,1474
2527,14278
2528,17388
2529,45986
2530,7013
2531,5660
2532,5667
2533,10331
2534,200
2535,1886
2536,617
2537,559
2538,157
2539,29276
2540,3190
2541,27887
2542,61126
2543,137
2544,405
2545,421
2546,3082
2547,25
2548,1811
2549,3478
2550,5532
2551,6249
2552,665
2553,4868
2554,2406
2555,2382
2556,89
2557,800
2558,5525
2559,942
2560,4940
2561,3498
2562,781
2563,3233
2564,49
2565,14052
2566,627
2567,11933
2568,3141
2569,148
2570,2813
2571,214945
2572,40342
2573,1056
2574,3866
2575,5398
2576,85
2577,768
2578,291
2579,4994
2580,31620
2581,22123
2582,1610
2583,7065
2584,42
2585,2281
2586,449
2587,2606
2588,40
2589,975
2590,1923
2591,93
2592,93
2593,1801
2594,9802
2595,46
2596,5485
2597,1225
2598,11764
2599,52122
2600,17660
2601,40
2602,148
2603,96
2604,94
2605,25784
2606,5187
2607,2305
2608,147
2609,1916
2610,1505
2611,4717
2612,4359
2613,4416
2614,575
2615,3077
2616,16302
2617,53080
2618,4658
2619,23
2620,837
2621,1486
2622,11939
2623,93
2624,3021
2625,1879
2626,972
2627,393
2628,91117
2629,2393
2630,1341
2631,60
2632,469
2633,5750
2634,1980
2635,537
2636,192
2637,457
2638,485
2639,3792
2640,51272
2641,25104
2642,11697
2643,6707
2644,7759
2646,598
2647,847
2648,12972
2649,1171
2650,460
2651,1260
2652,755
2653,622
2654,3167
2655,492
2656,1004
2657,44889
2658,123
2659,840
2660,3766
2661,1690
2662,17435
2663,687
2664,17510
2665,1149
2666,308
2667,586
2668,3719
2669,1732
2670,5095
2671,43478
2672,12858
2673,353
2674,505
2675,303
2676,6168
2677,10489
2678,575
2679,140
2680,73
2681,1520
2682,2929
2683,79157
2684,79
2685,177
2686,22788
2687,17866
2688,17650
2689,732
2690,10959
2691,2166
2692,68547
2693,6667
2694,27900
2695,312
2696,4499
2697,1405
2698,54
2699,38646
