"movielen_id","imdb_id","movie_title"
"107984","tt0047220","Massacre Canyon"
"27475","tt0284214","Soft Shell Man"
"80984","tt0047424","Rogue Cop"
"69701","tt0047499","Scarlet Week"
"71402","tt0047582","3 Ring Circus"
"97819","tt0047679","Witness to Murder"
"62208","tt0047682","Sound of the Mountain"
"88427","tt0047954","Count Three and Pray"
"69444","tt0048077","5 Against the House"
"91069","tt0048130","Good Morning, Miss Dove"
"67359","tt0048199","Illegal"
"69687","tt0048213","Irena do domu!"
"115412","tt0048334","El malvado Carabel"
"80494","tt0048488","The Phenix City Story"
"80950","tt0048513","The Private War of Major Benson"
"79731","tt0048602","Seven Angry Men"
"80566","tt0049042","The Rocket from Calabuch"
"127669","tt0049282","Guendalina"
"106297","tt0049358","The Sword and the Dragon"
"2666","tt0049370","It Conquered the World"
"96594","tt0049537","Flowing"
"82313","tt0049552","Nightfall"
"115176","tt0049869","Toute la mémoire du monde"
"111667","tt0049870","Toward the Unknown"
"108687","tt0082440","Gas"
"115409","tt0050213","The Brothers Rico"
"117626","tt0050327","Don't Go Near the Water"
"118017","tt0050649","The Living Idol"
"118864","tt0050688","Un marido de ida y vuelta"
"121831","tt0050954","The Seventh Sin"
"94308","tt0050983","Slim Carter"
"121614","tt0051076","Three Brave Men"
"56372","tt0051093","Tokyo Twilight"
"87417","tt0051372","Araya"
"90201","tt0116445","Les grands ducs"
"101991","tt0051413","The H-Man"
"7537","tt0051561","Du côté de la côte"
"86079","tt0051584","Conflagration"
"118948","tt0051923","Le merle"
"100944","tt0051952","A Movie"
"96223","tt0051955","The Rickshaw Man"
"72327","tt0051959","Murder by Contract"
"118023","tt0052033","Orders to Kill"
"107098","tt0052063","Petla"
"8606","tt0052100","Pull My Daisy"
"85744","tt0052255","Sube y baja"
"89967","tt0053258","There Will Be No Leave Today"
"115653","tt0052639","Blue Denim"
"93583","tt0052667","Caltiki, the Immortal Monster"
"114593","tt0052939","The Chasers"
"59867","tt0053017","Lonelyhearts"
"121703","tt0053331","Take a Giant Step"
"109355","tt0053558","13 Fighting Men"
"120767","tt0053582","All the Fine Young Cannibals"
"128792","tt0053707","Che gioia vivere"
"69442","tt0054169","Pekka ja Pätkä neekereinä"
"99210","tt0054296","Seven Ways from Sundown"
"84978","tt0054426","The Long Absence"
"109106","tt0054481","The Wizard of Baghdad"
"121965","tt0054697","The Boys"
"93702","tt0117970","Re dai yu"
"111042","tt0054873","A Fever in the Blood"
"95214","tt0055118","Mad Dog Coll"
"118954","tt0055227","New York Lightboard Record"
"100421","tt0055309","Dancing in the Rain"
"121877","tt0055557","Two Loves"
"103380","tt0055593","A Coming-Out Party"
"112992","tt0055953","Ella y el miedo"
"78483","tt0056017","Gigot"
"80719","tt0056134","Kanchenjungha"
"101197","tt0056135","The Inheritance"
"118956","tt0056185","Lines: Horizontal"
"123385","tt0056187","Lisa"
"92687","tt0056356","The Boys"
"73780","tt0056537","The Golden Thread"
"117598","tt0056993","Diary of a Madman"
"118756","tt0057068","Il fornaretto di Venezia"
"107174","tt0057442","La rabbia"
"127993","tt0057637","Vechera na khutore bliz Dikanki"
"121320","tt0057723","Die zwölf Geschworenen"
"115522","tt0057970","The Creeping Terror"
"118085","tt0058022","Welcome, or No Trespassing"
"128810","tt0058551","Scandali nudi"
"103695","tt0058615","The Starfighters"
"26130","tt0058926","Att angöra en brygga"
"125994","tt0059058","Corn on the Cop"
"80667","tt0060801","The Oscar"
"62206","tt0127310","Sûpâ no onna"
"45068","tt0059448","Mirage"
"118958","tt0059471","Mosaic"
"91852","tt0059491","Cloportes"
"72906","tt0059503","Not Reconciled"
"116431","tt0059520","Now"
"81962","tt0059829","Three"
"89313","tt0059803","Time to Die"
"100268","tt0059859","Un vampiro para dos"
"116716","tt0059930","Young Cassidy"
"79333","tt0060161","Watch Out for the Automobile"
"119661","tt0060549","Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh"
"123596","tt0060783","One Spy Too Many"
"129980","tt0060790","Password: Kill Agent Gordon"
"78651","tt0060847","The Ashes"
"71940","tt0060860","The Rise of Louis XIV"
"100229","tt0060866","The Psychopath"
"69446","tt0061093","Three on a Couch"
"97137","tt0061514","The Cool Ones"
"107855","tt0061580","Ditirambo"
"126949","tt0061633","Strange Voyage"
"90397","tt0061664","Return of Django"
"95574","tt0061675","Flame and Women"
"118758","tt0061870","Kiss Kiss - Bang Bang"
"120829","tt0061971","Two in the Shadow"
"112257","tt0062026","Nachalo nevedomogo veka"
"129980","tt0060790","Password: Kill Agent Gordon"
"68868","tt0062228","Our Folks"
"89135","tt0062271","The Birds, the Bees and the Italians"
"111128","tt0062285","Oh, Sun"
"127038","tt0062529","Zywot Mateusza"
"72281","tt0062663","L'amour fou"
"74780","tt0062681","Asfalttilampaat"
"71986","tt0063084","The Hour of the Furnaces"
"71986","tt0063084","The Hour of the Furnaces"
"71986","tt0063084","The Hour of the Furnaces"
"71986","tt0063084","The Hour of the Furnaces"
"116417","tt0063171","The Snow Woman"
"96218","tt0063173","Profound Desires of the Gods"
"97031","tt0063206","Goke, Body Snatcher from Hell"
"117468","tt0063395","Leontine"
"79461","tt0063598","Diary of a Shinjuku Thief"
"127636","tt0063647","The Strange Affair"
"116562","tt0063662","The Sweet Ride"
"41596","tt0063801","Where Were You When the Lights Went Out?"
"124853","tt0063804","Why Man Creates"
"93757","tt0063822","Rengô kantai shirei chôkan: Yamamoto Isoroku"
"84734","tt0063983","Old Man Made in Spain"
"100332","tt0064038","The Land"
"114082","tt0064064","Bambi Meets Godzilla"
"68515","tt0064203","Czlowiek z M-3"
"90634","tt0064570","Lalka"
"26207","tt0064573","Last Summer"
"129407","tt1499246","Male Domination"
"32959","tt0064976","Boy"
"91108","tt0065720","Figures in a Landscape"
"64280","tt0065853","Hospital"
"88959","tt0066078","Michael the Brave"
"81665","tt0066122","Deep End"
"81983","tt0066127","The Bread and Alley"
"130828","tt0066156","No Place to Hide"
"70118","tt0066317","Run, Simon, Run"
"89100","tt0066416","Street Scenes"
"79458","tt0066466","The Man Who Put His Will on Film"
"72649","tt0066639","The Ceremony"
"112603","tt0066738","A mí las mujeres ni fu ni fa"
"111458","tt0066839","Blaise Pascal"
"129883","tt0070062","The Flower with the Deadly Sting"
"119129","tt1918657","Acariño galaico (De barro)"
"119131","tt1918662","Aguaespejo granadino"
"78045","tt0067540","Tora-san's Love Call"
"112179","tt0067593","Der plötzliche Reichtum der armen Leute von Kombach"
"92660","tt0067755","Silence"
"126939","tt0067782","Spend It All"
"118962","tt0067813","Synchromy"
"113478","tt0067894","Ty i ya"
"86229","tt0068348","El castillo de la pureza"
"110493","tt1619813","Boston's Finest"
"107569","tt0068692","Tenderness"
"66369","tt0068916","The Man Who Quit Smoking"
"90203","tt0069013","No Way Out"
"90303","tt0069088","Pilatus und andere - Ein Film für Karfreitag"
"108138","tt0069117","Prata Palomares"
"105330","tt0069131","The Public Eye"
"107100","tt0069214","Sambizanga"
"116104","tt0069300","Sophia de Mello Breyner Andresen"
"118242","tt0069384","To Encourage the Others"
"79249","tt0069426","The Twilight People"
"115600","tt0069535","Zang-e Tafrih"
"96681","tt0069684","The Age of the Medici"
"97703","tt2209386","You Are God"
"78946","tt0069737","Ashani Sanket"
"92639","tt0069854","Casual Relations"
"117103","tt0069961","Deliver Us from Evil"
"79718","tt0070285","Sheep Eaters"
"98591","tt0070356","Now Where Did the Seventh Company Get to?"
"81985","tt0070424","My Ain Folk"
"129767","tt0070553","The Police Serve the Citizens?"
"92224","tt0070809","Titas Ekti Nodir Naam"
"90203","tt0069013","No Way Out"
"91423","tt0071089","99 and 44/100% Dead"
"99570","tt0071163","Kenji Mizoguchi: The Life of a Film Director"
"104066","tt2243246","Alcan Highway"
"26315","tt0071358","Conrack"
"119822","tt0073406","The Suspicious Death of a Minor"
"93931","tt0071445","Duhul aurului"
"92948","tt0071497","Film About a Woman Who..."
"129919","tt0071897","Nazareno Cruz and the Wolf"
"72100","tt0071908","Nie ma rózy bez ognia"
"89246","tt0071949","Orderers"
"118494","tt0072008","La polizia ha le mani legate"
"106992","tt0072030","Cousin Angelica"
"103186","tt0072355","Wedding Trough"
"127246","tt0072618","L'agression"
"90068","tt0072666","Zaat"
"128383","tt0072712","Mark Shoots First"
"84976","tt0072782","Chronicle of the Years of Fire"
"107853","tt0073034","Scorching Winds"
"97548","tt0073044","Giger's Necronomicon"
"80041","tt0073045","Giliap"
"128445","tt0073273","The Legend of Lizzie Borden"
"113630","tt0073386","The Man Who Couldn't Say No"
"81524","tt0073482","The Olsen Gang on the Track"
"121677","tt0073700","The Spiritual Boxer"
"88570","tt0073887","Welfare"
"128826","tt0074137","Nick the Sting"
"69500","tt0074251","Brunet wieczorowa pora"
"102765","tt0074259","Bush Mama"
"114845","tt0074701","Izbavitelj"
"112601","tt0074419","Dogs"
"26362","tt0074447","Twenty Days Without War"
"128195","tt0074592","Griffin and Phoenix"
"113306","tt0074521","Fei long zhan"
"94784","tt0074813","Olympian Holiday"
"90055","tt0075001","The Oily Maniac"
"119820","tt0075083","Silent Action"
"113612","tt0075143","Al-risâlah"
"102338","tt0075202","Shaolin Temple"
"100296","tt0075242","Den sommeren jeg fylte 15"
"90260","tt0075454","Zaklete rewiry"
"107690","tt0075647","Pretty Good for a Human"
"89133","tt0075962","Boys"
"118544","tt0076176","Il... Belpaese"
"79578","tt0076252","The Year of the Hare"
"5194","tt0076276","Who's Singin' Over There?"
"26397","tt0077272","Brass Target"
"103112","tt0076341","Perfumed Nightmare"
"119029","tt0076753","Squadra antifurto"
"119035","tt0076754","Squadra antitruffa"
"106822","tt0076765","Shadows of a Hot Summer"
"127644","tt0076841","The Trial of Lee Harvey Oswald"
"87061","tt0076871","Trails"
"127721","tt0076937","Giant of the 20th Century"
"119041","tt0077130","The Finzi Detective Agency"
"89069","tt0077157","American Boy: A Profile of: Steven Prince"
"73919","tt0077295","The Escape"
"128395","tt0077363","Il commissario di ferro"
"129769","tt0077376","Covert Action"
"112601","tt0074419","Dogs"
"69136","tt0077451","Don"
"98856","tt0077772","Jing wang shuang xiong"
"130562","tt0078035","One in a Million: The Ron LeFlore Story"
"26411","tt0078084","The Adventures of Picasso"
"73317","tt0078119","The Prophet, the Gold and the Transylvanians"
"84479","tt0078150","Remember My Name"
"118528","tt0078336","Stunt Squad"
"92475","tt1955162","All Watched Over by Machines of Loving Grace"
"86237","tt0078588","Connections"
"119043","tt0078802","Assassination on the Tiber"
"72022","tt0079007","The Cuenca Crime"
"81987","tt0079023","From the Clouds to the Resistance"
"91391","tt0079256","HealtH"
"102284","tt0079287","Henry IV Part I"
"26424","tt0079322","I as in Icarus"
"79568","tt0079359","I Am Maria"
"114234","tt0079615","Uncle Marin, the Billionaire"
"125976","tt0079636","Nocturna Artificialia"
"106024","tt0079800","The Return of Mod Squad"
"113739","tt0079936","The Space Movie"
"119039","tt0079943","Squadra antigangsters"
"126969","tt0080083","Vavilon XX"
"80738","tt0080185","The Eighth Day"
"26436","tt0080419","Children's Island"
"72925","tt0080629","Dinosaurs!"
"127029","tt0081019","Kuruizaki sanda rodo"
"128530","tt0081126","Marilyn: The Untold Story"
"79882","tt0081160","Milka - A Film About Taboos"
"118494","tt0072008","La polizia ha le mani legate"
"97494","tt0081417","The Return of Frank Cannon"
"5849","tt0081427","I'm Starting from Three"
"109764","tt0081558","Steel"
"5251","tt0081590","Sällskapsresan eller Finns det svenskt kaffe på grisfesten"
"5252","tt0081609","Assassination Attempt"
"91619","tt0082241","De ce trag clopotele, Mitica?"
"107966","tt0092734","Caught"
"90845","tt0082357","Zánik domu Usheru"
"113470","tt3564534","The Necessary War"
"81501","tt0082633","Tree of Knowledge"
"26448","tt0082892","Peter-No-Tail"
"79276","tt0082927","Le Pont du Nord"
"107238","tt0082998","Rhythm of a Crime"
"80328","tt0083022","The Saimaa Gesture"
"126024","tt0083883","En rachâchant"
"73202","tt0083230","Too Early/Too Late"
"96460","tt0083316","The Wave"
"91860","tt0083318","The Way South"
"102219","tt0083735","Perils of the Sentimental Swordsman"
"125944","tt0083821","Desire, the Vampire"
"6075","tt0083888","The Simple-Minded Murderer"
"116833","tt0083931","Fehérlófia"
"115604","tt0084046","Hamsarayan"
"6098","tt0084302","The Marathon Family"
"108214","tt0084540","Le prix du danger"
"119850","tt0085134","Acapulco, prima spiaggia... a sinistra"
"78235","tt0085234","Betrayal"
"81072","tt0085807","Konopielka"
"71488","tt0085816","Kyvadlo, jáma a nadeje"
"101433","tt0085968","Moving Out"
"118091","tt0086149","Proshchanie"
"126186","tt0086292","The Sex and Violence Family Hour"
"86061","tt0086369","A Question of Silence"
"88979","tt0086456","The Little Girl Who Conquered Time"
"113974","tt0086488","Två killar och en tjej"
"107410","tt0086723","Gostya iz budushchego"
"102976","tt0087117","Dances Sacred and Profane"
"70421","tt0087164","A Summer at Grandpa's"
"26515","tt0087596","The Last Polka"
"108989","tt0088193","A Streetcar Named Desire"
"120432","tt0088202","Un été à Saint-Tropez"
"62761","tt0088222","Typhoon Club"
"81411","tt0088241","Voyage to Cythera"
"101717","tt0088338","The Elusive Summer of '68"
"108942","tt0089028","Dirty Story"
"126078","tt0089355","Istanbul"
"72647","tt0131149","Zorns Lemma"
"70423","tt0090185","A Time to Live, a Time to Die"
"112444","tt0090322","Wild beasts - Belve feroci"
"88040","tt0090362","Killing Auntie"
"104301","tt0090637","Amorosa"
"128558","tt0091314","The Return of the Jonsson League"
"128099","tt3958494","Jim Jefferies: BARE"
"92118","tt0091355","The Terrorizers"
"59895","tt0091406","Dust in the Wind"
"116086","tt0091504","Meeting Woody Allen"
"95139","tt0091506","The Beekeeper"
"62063","tt0091759","Dead Man's Letters"
"80744","tt0091823","Tree Without Leaves"
"113541","tt0091892","Sarraounia"
"118860","tt0091975","A Smoky Mountain Christmas"
"115023","tt0092530","Alien Predator"
"113834","tt3981072","Piripäiväkirja"
"87327","tt0092716","Camp de Thiaroye"
"127023","tt0092879","Ten Little Indians"
"92713","tt0093040","Forest of Bliss"
"3042","tt0093516","Meatballs III: Summer Job"
"82759","tt0093593","On the Silver Globe"
"105446","tt0093720","Përralle Nga e Kaluara"
"67957","tt0094075","Superstar: The Karen Carpenter Story"
"55681","tt0094238","Valhalla"
"116821","tt1937226","Dirty Bomb"
"55691","tt0094641","Amanece, que no es poco"
"118842","tt0094670","The Appointments of Dennis Jennings"
"120887","tt0094901","Compagni di scuola"
"102882","tt0095063","Dream Demon"
"121403","tt0095089","Elvis and Me"
"108821","tt0095256","Grotesque"
"115419","tt0095590","Maria"
"128874","tt0095657","The Moromete Family"
"94765","tt0095764","Lumberjacking"
"79936","tt0095880","Pohjanmaa"
"26638","tt0095904","Prison"
"60904","tt0096126","Heart of a Dog"
"47871","tt0096184","Strul"
"72645","tt0096337","A Tale of the Wind"
"100521","tt0096440","Who Killed Vincent Chin?"
"33397","tt0096740","300 Miles to Heaven"
"86764","tt0096841","The Asthenic Syndrome"
"103741","tt0096894","Bashu, the Little Stranger"
"107966","tt0092734","Caught"
"101188","tt0097033","Central Park"
"128560","tt0097636","The Jönsson Gang in Mallorca"
"126245","tt0097843","Homework"
"93950","tt0098023","Ollie Hopnoodle's Haven of Bliss"
"92641","tt0098139","Warsaw Bridge"
"89007","tt0098175","Recollections of the Yellow House"
"104116","tt0098208","The Road to Brown"
"80596","tt0098533","Tumbledown"
"126164","tt0098961","Les 1001 nuits"
"113698","tt0099017","Alligator Eyes"
"110539","tt0099172","Braca po materi"
"106725","tt0099259","The China Lake Murders"
"106158","tt0099436","La discrète"
"64611","tt0099601","The Forgotten One"
"88548","tt0099844","Industrial Symphony No. 1: The Dream of the Brokenhearted"
"127005","tt0103301","A Year Along the Abandoned Road"
"31290","tt0101412","Beastmaster 2: Through the Portal of Time"
"2251","tt0101530","The Cabinet of Dr. Ramirez"
"111111","tt0101542","Il capitano"
"87238","tt0101864","Crazy Safari"
"49513","tt0101985","A Brighter Summer Day"
"110225","tt0102007","The Haunted"
"1107","tt0102336","Loser"
"103619","tt0102579","Den ofrivillige golfaren"
"122930","tt0102799","El robobo de la jojoya"
"87642","tt0103228","Vääpeli Körmy ja vetenalaiset vehkeet"
"105618","tt0104293","Four Eyes and Six-Guns"
"107456","tt0104101","The Great Diamond Robbery"
"78684","tt0104111","Aclà"
"113066","tt0104285","Jídlo"
"123945","tt0104351","Gô-hime"
"128562","tt0104581","Jönssonligan & den svarta diamanten"
"110657","tt0104878","Hiding cot"
"772","tt0105201","Quartier Mozart"
"101897","tt0105651","Tuhlaajapoika"
"752","tt0105737","Vermont Is for Lovers"
"109249","tt0105744","The Journey"
"126987","tt0106384","Bells from the Deep"
"115869","tt0105924","O Último Mergulho"
"100147","tt0106217","The Act in Question"
"98523","tt0106302","Arcade"
"1319","tt0107314","Kids of Survival"
"67865","tt0107751","The Land of Happiness"
"92747","tt0107903","Suckers"
"66059","tt0200299","Bad Luck Love"
"126743","tt0108252","Sunes sommar"
"97787","tt0108518","Warren Oates: Across the Border"
"54056","tt0109195","Back in Action"
"560","tt0109226","The Beans of Egypt, Maine"
"86399","tt0109273","Movie Days"
"104693","tt0109302","Bloodlust: Subspecies III"
"2270","tt0109390","A Century of Cinema"
"106611","tt0109449","The Club"
"79543","tt0109685","A Confucian Confusion"
"69986","tt0109702","L'eau froide"
"73462","tt0109739","Ernest Goes to School"
"78054","tt0109744","Sunset Riders"
"103912","tt0109900","Giorgino"
"84768","tt0109909","Glitterbug"
"87547","tt0109982","Hand Gun"
"123565","tt0110019","Hercules in the Underworld"
"112501","tt0110222","Kabhi Haan Kabhi Naa"
"73499","tt0110419","MacGyver: Lost Treasure of Atlantis"
"875","tt0110693","Nothing to Lose"
